Date,Close,High,Low,Open,Volume
2014-06-24,15.5,16.1253,15.442,15.9313,121138500
2014-06-25,15.7927,15.8367,15.3493,15.5367,87024000
2014-06-26,15.7067,16.0267,15.614,15.8113,76821000
2014-06-27,15.9373,16.0,15.6333,15.646,84525000
2014-06-30,16.004,16.2993,15.9333,15.97,72429000
2014-07-01,15.9813,16.2293,15.9133,16.164,65041500
2014-07-02,15.2953,16.1553,15.138,16.044,120411000
2014-07-03,15.2833,15.46,14.9333,15.4193,77500500
2014-07-07,14.844,15.3187,14.6933,15.1667,88405500
2014-07-08,14.6047,14.7307,14.2847,14.5767,117543000
2014-07-09,14.8707,14.948,14.614,14.7513,61731000
2014-07-10,14.6307,14.8147,14.4027,14.4787,72958500
2014-07-11,14.542,14.7733,14.5067,14.7073,49534500
2014-07-14,15.1133,15.2527,14.3633,14.666,108048000
2014-07-15,14.6387,15.1767,14.54,15.1153,85777500
2014-07-16,14.4773,14.9867,14.4547,14.788,60667500
2014-07-17,14.36,14.7033,14.24,14.4107,69741000
2014-07-18,14.668,14.7473,14.3953,14.3967,63805500
2014-07-21,14.7027,14.8807,14.448,14.4833,57333000
2014-07-22,14.6387,14.8867,14.6073,14.8127,40950000
2014-07-23,14.8327,14.9833,14.6287,14.6673,46249500
2014-07-24,14.9027,15.0067,14.72,14.8833,48682500
2014-07-25,14.9047,15.1313,14.7833,14.848,46306500
2014-07-28,14.988,15.4667,14.76,14.95,97714500
2014-07-29,15.0007,15.22,14.9907,15.1073,50736000
2014-07-30,15.2613,15.3067,14.736,14.7947,73917000
2014-07-31,14.8867,15.4267,14.7667,15.284,116236500
2014-08-01,15.5513,15.8333,15.0667,15.0727,178437000
2014-08-04,15.9013,16.0333,15.5513,15.6253,89395500
2014-08-05,15.8993,16.1993,15.7127,15.8313,80829000
2014-08-06,16.5953,16.7613,15.9053,15.9267,138739500
2014-08-07,16.826,17.1127,16.608,16.6747,112183500
2014-08-08,16.542,16.784,16.4333,16.744,76351500
2014-08-11,17.288,17.5827,17.0,17.032,121519500
2014-08-12,17.3307,17.3533,16.972,17.2053,95734500
2014-08-13,17.354,17.7093,17.3073,17.4673,103989000
2014-08-14,17.4253,17.5333,17.1,17.4993,61899000
2014-08-15,17.4673,17.4727,17.2333,17.432,58018500
2014-08-18,17.3293,17.8173,17.3167,17.55,87738000
2014-08-19,17.1173,17.2887,16.7747,17.258,80022000
2014-08-20,17.0473,17.2493,16.8667,16.978,45418500
2014-08-21,16.956,17.2533,16.884,17.1013,43734000
2014-08-22,17.1187,17.13,16.8407,16.9693,42501000
2014-08-25,17.5033,17.5787,17.2127,17.2127,64771500
2014-08-26,17.4493,17.7,17.444,17.6653,57270000
2014-08-27,17.55,17.616,17.3527,17.5667,44776500
2014-08-28,17.5907,17.632,17.4427,17.4593,42673500
2014-08-29,17.98,18.1333,17.834,17.9133,96706500
2014-09-02,18.9413,18.9927,18.2867,18.3667,147786000
2014-09-03,18.746,19.2,18.6733,19.178,101584500
2014-09-04,19.0693,19.428,18.6933,18.934,125125500
2014-09-05,18.4927,18.86,18.1673,18.8367,167548500
2014-09-08,18.8073,18.992,18.5013,18.508,82524000
2014-09-09,18.5653,19.0327,18.4667,18.866,68382000
2014-09-10,18.74,18.7607,18.244,18.6333,56719500
2014-09-11,18.6873,18.986,18.5753,18.6973,56491500
2014-09-12,18.6133,18.826,18.4667,18.7,49869000
2014-09-15,16.924,18.2933,16.6087,18.2913,246831000
2014-09-16,17.3827,17.4973,16.828,17.01,124501500
2014-09-17,17.4253,17.6467,17.3,17.494,77665500
2014-09-18,17.588,17.7067,17.488,17.5573,55389000
2014-09-19,17.288,17.4287,17.018,17.1993,102163500
2014-09-22,16.6687,17.068,16.314,17.0,123211500
2014-09-23,16.694,16.92,16.3333,16.348,84880500
2014-09-24,16.8093,16.856,16.4693,16.7413,56242500
2014-09-25,16.4633,16.9973,16.4067,16.8347,72513000
2014-09-26,16.44,16.6487,16.4047,16.55,56931000
2014-09-29,16.3507,16.576,16.092,16.2667,72790500
2014-09-30,16.1787,16.51,16.008,16.4613,63574500
2014-10-01,16.016,16.1773,15.71,16.1467,89125500
2014-10-02,16.7613,16.8527,16.3573,16.68,134973000
2014-10-03,17.014,17.1,16.7353,16.8707,81094500
2014-10-06,17.3747,17.4993,17.1867,17.2753,115699500
2014-10-07,17.3047,17.4307,17.0487,17.2353,67282500
2014-10-08,17.2853,17.5253,16.8427,17.34,75826500
2014-10-09,17.134,17.7027,16.96,17.4833,110419500
2014-10-10,15.794,16.3927,15.68,16.3093,193324500
2014-10-13,14.9727,15.9307,14.7333,15.9047,169030500
2014-10-14,15.1373,15.498,14.8667,15.2167,106579500
2014-10-15,15.3133,15.3993,14.488,14.6667,137209500
2014-10-16,15.09,15.328,14.6067,14.648,80989500
2014-10-17,15.1653,15.6513,15.1033,15.5587,158241000
2014-10-20,15.3647,15.4933,15.034,15.1147,52416000
2014-10-21,15.6893,15.6927,15.3867,15.618,61954500
2014-10-22,15.4067,15.826,15.3707,15.546,61749000
2014-10-23,15.686,15.752,15.4667,15.644,52386000
2014-10-24,15.6827,15.8533,15.4133,15.7513,51949500
2014-10-27,14.778,15.6407,14.6873,15.6167,143299500
2014-10-28,16.1847,16.3067,15.2167,15.3067,157744500
2014-10-29,15.8733,16.1,15.7093,16.0753,74437500
2014-10-30,15.9107,16.0333,15.6707,15.876,48426000
2014-10-31,16.1133,16.208,15.9167,16.1673,56629500
2014-11-03,16.1727,16.504,16.088,16.2,63057000
2014-11-04,15.9287,16.1567,15.7687,16.0327,55239000
2014-11-05,15.398,16.0907,15.3687,16.0667,135688500
2014-11-06,16.0813,16.446,15.2333,15.6327,230320500
2014-11-07,16.0133,16.1893,15.8133,16.146,77415000
2014-11-10,16.1287,16.192,15.7867,15.9407,68658000
2014-11-11,16.7387,16.788,16.1333,16.17,119232000
2014-11-12,16.6067,16.8227,16.372,16.648,88062000
2014-11-13,16.78,17.05,16.6833,16.708,93540000
2014-11-14,17.2453,17.2567,16.5667,16.6667,91516500
2014-11-17,16.932,17.2667,16.8013,17.166,60385500
2014-11-18,17.18,17.3327,17.034,17.0573,67095000
2014-11-19,16.516,16.792,16.3733,16.7073,118777500
2014-11-20,16.5807,16.7287,16.4,16.53,53808000
2014-11-21,16.1853,16.852,16.1447,16.814,112276500
2014-11-24,16.448,16.5067,16.0427,16.3467,71845500
2014-11-25,16.5393,16.648,16.406,16.49,47397000
2014-11-26,16.5627,16.6,16.44,16.556,29718000
2014-11-28,16.3013,16.446,16.168,16.3567,31795500
2014-12-01,15.4427,16.1647,15.2673,16.0773,129291000
2014-12-02,15.4287,15.6587,15.2,15.638,88305000
2014-12-03,15.2867,15.3147,15.0333,15.0833,79615500
2014-12-04,15.2187,15.3933,15.1873,15.24,57834000
2014-12-05,14.914,15.2927,14.8173,15.2447,90954000
2014-12-08,14.2907,14.9907,14.156,14.7693,138384000
2014-12-09,14.4593,14.5153,13.618,13.956,141472500
2014-12-10,13.9893,14.4513,13.8467,14.2753,109711500
2014-12-11,13.9253,14.362,13.882,14.0353,100416000
2014-12-12,13.8,14.112,13.6333,13.6547,107607000
2014-12-15,13.6027,13.9867,13.5113,13.9527,78274500
2014-12-16,13.1873,13.5787,13.0247,13.3927,126391500
2014-12-17,13.7213,13.7767,12.8433,12.8707,110517000
2014-12-18,14.5507,14.5627,14.12,14.1587,112249500
2014-12-19,14.6193,14.6933,14.3,14.6793,103657500
2014-12-22,14.84,14.9373,14.5507,14.6667,71991000
2014-12-23,14.7313,14.9547,14.6347,14.9207,67585500
2014-12-24,14.8173,14.8333,14.6167,14.6513,19983000
2014-12-26,15.188,15.2333,14.7667,14.7673,49905000
2014-12-29,15.0473,15.194,14.9347,15.1267,42037500
2014-12-30,14.8153,15.0433,14.76,14.9327,43548000
2014-12-31,14.8273,15.0453,14.8167,14.8727,34462500
2015-01-02,14.6207,14.8833,14.2173,14.858,71466000
2015-01-05,14.006,14.4333,13.8107,14.3033,80527500
2015-01-06,14.0853,14.28,13.614,14.004,93928500
2015-01-07,14.0633,14.3187,13.9853,14.2233,44526000
2015-01-08,14.0413,14.2533,14.0007,14.1873,51637500
2015-01-09,13.7773,13.9987,13.664,13.928,70024500
2015-01-12,13.4807,13.6313,13.2833,13.5367,89254500
2015-01-13,13.6167,13.8407,13.394,13.5547,67159500
2015-01-14,12.846,13.0133,12.3333,12.3887,173278500
2015-01-15,12.7913,13.05,12.6667,12.966,78247500
2015-01-16,12.8713,12.966,12.6433,12.7133,54048000
2015-01-20,12.7953,12.9413,12.4693,12.9247,67548000
2015-01-21,13.1047,13.2453,12.634,12.6367,62295000
2015-01-22,13.4413,13.5493,13.0133,13.1333,61753500
2015-01-23,13.4193,13.5667,13.222,13.3527,51579000
2015-01-26,13.77,13.908,13.4033,13.4553,48517500
2015-01-27,13.732,13.8687,13.5533,13.628,41715000
2015-01-28,13.2913,13.758,13.228,13.7407,47244000
2015-01-29,13.68,13.732,13.1,13.4047,53221500
2015-01-30,13.5733,13.8313,13.5333,13.5973,45105000
2015-02-02,14.0627,14.13,13.5533,13.598,62238000
2015-02-03,14.5573,14.6913,14.0847,14.2147,72393000
2015-02-04,14.57,14.7653,14.4533,14.5527,49581000
2015-02-05,14.7327,15.032,14.6427,14.6587,52843500
2015-02-06,14.4907,14.8933,14.4333,14.8,48658500
2015-02-09,14.4987,14.5287,14.1327,14.3587,52086000
2015-02-10,14.4193,14.7,14.3333,14.5033,80857500
2015-02-11,14.1867,14.316,13.8187,14.1473,146536500
2015-02-12,13.5253,13.5393,12.8853,12.9047,234744000
2015-02-13,13.5847,13.7327,13.394,13.5267,92865000
2015-02-17,13.6233,13.7133,13.4333,13.7133,59694000
2015-02-18,13.6307,13.7447,13.5067,13.6113,40704000
2015-02-19,14.114,14.1627,13.5833,13.6667,77311500
2015-02-20,14.474,14.5067,13.9873,14.052,89731500
2015-02-23,13.8227,14.5467,13.7553,14.3773,127497000
2015-02-24,13.6073,13.8193,13.4467,13.8193,99054000
2015-02-25,13.584,13.8093,13.5053,13.6627,58642500
2015-02-26,13.8127,14.0727,13.4813,13.6,97093500
2015-02-27,13.556,13.9033,13.52,13.7933,58231500
2015-03-02,13.1553,13.556,13.0553,13.5133,118831500
2015-03-03,13.304,13.3493,13.0213,13.1207,66484500
2015-03-04,13.496,13.5013,13.1473,13.2833,63330000
2015-03-05,13.3753,13.746,13.3433,13.5233,73155000
2015-03-06,12.9253,13.3833,12.81,13.2807,100686000
2015-03-09,12.7253,12.966,12.55,12.9593,101050500
2015-03-10,12.688,12.9,12.5067,12.564,83695500
2015-03-11,12.916,13.0787,12.734,12.7433,74623500
2015-03-12,12.738,12.9633,12.65,12.9167,62239500
2015-03-13,12.5787,12.7833,12.488,12.5967,81514500
2015-03-16,13.0467,13.0607,12.6533,12.8,84432000
2015-03-17,12.982,13.2473,12.9293,13.0287,73411500
2015-03-18,13.3807,13.392,12.874,12.9973,72313500
2015-03-19,13.0433,13.6393,12.9687,13.4667,127128000
2015-03-20,13.2053,13.266,13.0413,13.1633,64042500
2015-03-23,13.3087,13.3667,13.1647,13.2333,39474000
2015-03-24,13.448,13.586,13.3167,13.4387,54748500
2015-03-25,12.9533,13.2393,12.8467,13.218,85956000
2015-03-26,12.694,12.986,12.6467,12.928,61920000
2015-03-27,12.3333,12.6193,12.0933,12.6047,129073500
2015-03-30,12.7047,12.8167,12.12,12.39,151342500
2015-03-31,12.5847,12.9173,12.5607,12.902,75399000
2015-04-01,12.506,12.82,12.4033,12.58,56919000
2015-04-02,12.7333,12.882,12.6667,12.682,75156000
2015-04-06,13.54,13.85,13.1667,13.2,186837000
2015-04-07,13.55,13.6707,13.4093,13.5007,65218500
2015-04-08,13.8447,14.06,13.7247,13.88,94546500
2015-04-09,14.006,14.0247,13.7413,13.8953,57003000
2015-04-10,14.06,14.11,13.9333,13.99,61015500
2015-04-13,13.9853,14.2,13.9367,14.0293,56373000
2015-04-14,13.8307,13.966,13.7,13.9047,45390000
2015-04-15,13.8553,13.9727,13.7733,13.8307,29286000
2015-04-16,13.78,13.9447,13.7527,13.8467,24886500
2015-04-17,13.786,13.792,13.5667,13.666,37048500
2015-04-20,13.6847,13.8567,13.59,13.7853,38389500
2015-04-21,13.9607,14.05,13.6207,13.72,51487500
2015-04-22,14.6293,14.792,14.1127,14.1667,117945000
2015-04-23,14.5733,14.7653,14.4767,14.5513,66168000
2015-04-24,14.562,14.72,14.534,14.7,36417000
2015-04-27,15.4367,15.9167,14.8,14.8373,175089000
2015-04-28,15.3653,15.7,15.202,15.65,91281000
2015-04-29,15.4967,15.6647,15.1753,15.3367,59041500
2015-04-30,15.07,15.526,15.0113,15.3593,58678500
2015-05-01,15.0687,15.4513,14.694,15.3293,79225500
2015-05-04,15.3673,15.6487,15.1407,15.212,66519000
2015-05-05,15.53,15.9667,15.2753,15.8507,86953500
2015-05-06,15.362,15.6313,15.2133,15.6067,79063500
2015-05-07,15.7867,15.832,14.6833,14.7333,141838500
2015-05-08,15.774,15.894,15.58,15.7327,70023000
2015-05-11,15.966,16.192,15.6873,15.7527,85084500
2015-05-12,16.316,16.4233,15.8793,16.0073,95451000
2015-05-13,16.212,16.5533,16.15,16.5073,81603000
2015-05-14,16.2733,16.326,16.0833,16.3213,43438500
2015-05-15,16.5893,16.6267,16.1667,16.262,67914000
2015-05-18,16.5833,16.66,16.4,16.4667,50298000
2015-05-19,16.476,16.7333,16.41,16.562,55113000
2015-05-20,16.29,16.516,16.0913,16.4753,56334000
2015-05-21,16.3747,16.4413,16.1573,16.202,29559000
2015-05-22,16.5153,16.5733,16.334,16.3587,33346500
2015-05-26,16.4973,16.8,16.4333,16.512,52480500
2015-05-27,16.4953,16.6333,16.37,16.5673,51123000
2015-05-28,16.7633,16.7867,16.3367,16.4687,54709500
2015-05-29,16.72,16.858,16.6287,16.7333,56839500
2015-06-01,16.63,16.7733,16.498,16.7607,37576500
2015-06-02,16.5567,16.6267,16.42,16.5947,32022000
2015-06-03,16.5993,16.7147,16.4673,16.5467,26722500
2015-06-04,16.3947,16.62,16.3807,16.5,36804000
2015-06-05,16.6093,16.6467,16.3787,16.4,45330000
2015-06-08,17.086,17.25,16.6873,16.7233,75255000
2015-06-09,17.0667,17.1827,16.9427,17.0267,39166500
2015-06-10,16.7133,16.9333,16.5667,16.7933,51817500
2015-06-11,16.7607,16.958,16.6953,16.884,30661500
2015-06-12,16.7127,16.8973,16.6807,16.6807,21334500
2015-06-15,16.692,16.752,16.4007,16.6467,32793000
2015-06-16,16.8747,16.896,16.6067,16.6753,29770500
2015-06-17,17.3607,17.624,16.8013,16.8113,82693500
2015-06-18,17.4593,17.564,17.3347,17.4667,41740500
2015-06-19,17.5007,17.5867,17.34,17.4933,36945000
2015-06-22,17.3193,17.6267,17.046,17.4767,68416500
2015-06-23,17.8447,17.8667,17.238,17.3547,58062000
2015-06-24,17.678,17.8233,17.5813,17.7987,36184500
2015-06-25,17.9193,18.094,17.6833,17.7633,42738000
2015-06-26,17.806,17.9407,17.7333,17.926,57576000
2015-06-29,17.468,17.73,17.38,17.4633,52183500
2015-06-30,17.884,18.0613,17.6,17.6533,46303500
2015-07-01,17.9433,18.1747,17.8567,18.074,31518000
2015-07-02,18.668,18.83,18.2207,18.68,107458500
2015-07-06,18.648,18.7793,18.42,18.592,61828500
2015-07-07,17.8587,18.3467,17.3847,18.3333,91576500
2015-07-08,16.9973,17.3867,16.954,17.288,93316500
2015-07-09,17.1947,17.53,17.1193,17.272,50011500
2015-07-10,17.2767,17.5333,17.188,17.4813,39163500
2015-07-13,17.4773,17.5033,17.07,17.4833,44404500
2015-07-14,17.71,17.7327,17.3673,17.4733,28614000
2015-07-15,17.5427,17.8327,17.472,17.7827,30324000
2015-07-16,17.7787,17.8133,17.544,17.6147,24240000
2015-07-17,18.3107,18.3693,17.8833,18.1667,75061500
2015-07-20,18.8173,19.11,18.1693,18.3333,74677500
2015-07-21,17.7847,18.2333,17.77,18.0033,91630500
2015-07-22,17.858,17.9627,17.3907,17.418,46575000
2015-07-23,17.8133,17.9933,17.6847,17.9767,33408000
2015-07-24,17.694,18.0727,17.5947,17.8253,42547500
2015-07-27,16.8673,17.6287,16.7193,17.4953,70413000
2015-07-28,17.6547,17.6933,16.7893,17.05,58437000
2015-07-29,17.588,17.8593,17.4667,17.618,41851500
2015-07-30,17.786,17.796,17.474,17.5127,30519000
2015-07-31,17.7433,17.9573,17.6747,17.84,33339000
2015-08-03,17.3327,17.7807,17.138,17.7527,38302500
2015-08-04,17.752,17.7813,17.2227,17.334,35287500
2015-08-05,18.0087,18.0667,17.36,17.572,93214500
2015-08-06,16.4087,17.0,15.7413,16.636,219357000
2015-08-07,16.1673,16.2487,15.8927,16.2387,76101000
2015-08-10,16.076,16.198,15.7367,15.8767,62788500
2015-08-11,15.8247,15.9533,15.6293,15.81,63973500
2015-08-12,15.878,15.9847,15.516,15.6667,55920000
2015-08-13,16.1673,16.432,15.9413,15.9907,70338000
2015-08-14,16.21,16.5287,16.118,16.4827,65472000
2015-08-17,16.9993,17.106,16.7007,17.0373,107650500
2015-08-18,17.3813,17.3967,16.904,17.0253,62925000
2015-08-19,17.0167,17.3767,17.0013,17.3553,54064500
2015-08-20,16.1453,16.9707,16.1267,16.804,73587000
2015-08-21,15.3847,16.2533,15.3673,15.7333,98853000
2015-08-24,14.5913,15.4267,13.0,13.5193,143724000
2015-08-25,14.6687,15.3933,14.608,15.368,64909500
2015-08-26,14.9893,15.2,14.3673,15.1953,74445000
2015-08-27,16.1993,16.3167,15.3873,15.4,114840000
2015-08-28,16.5653,16.7633,16.1047,16.124,82705500
2015-08-31,16.604,16.9967,16.3673,16.3747,70503000
2015-09-01,15.9087,16.4,15.798,16.0227,81822000
2015-09-02,16.5127,16.5253,15.9853,16.3533,69438000
2015-09-03,16.3713,16.8053,16.3333,16.804,62922000
2015-09-04,16.1287,16.2727,15.88,16.0593,55338000
2015-09-08,16.5447,16.6107,16.27,16.3367,47073000
2015-09-09,16.594,16.95,16.5533,16.8033,50862000
2015-09-10,16.5653,16.7147,16.3553,16.482,40635000
2015-09-11,16.6827,16.6827,16.3153,16.5093,35262000
2015-09-14,16.8793,16.95,16.6447,16.74,43363500
2015-09-15,16.9047,16.9733,16.6333,16.85,44002500
2015-09-16,17.4833,17.5253,16.8587,16.8693,66256500
2015-09-17,17.4713,17.7,17.3793,17.5973,53787000
2015-09-18,17.3747,17.588,17.1667,17.1973,56446500
2015-09-21,17.6133,18.1047,17.0533,17.5987,91803000
2015-09-22,17.396,17.51,17.058,17.2687,54966000
2015-09-23,17.404,17.472,17.172,17.4633,39012000
2015-09-24,17.5413,17.5633,17.0807,17.302,51723000
2015-09-25,17.1273,17.794,17.0767,17.774,56601000
2015-09-28,16.562,17.3193,16.4407,17.1567,73516500
2015-09-29,16.4433,16.982,16.364,16.6973,55548000
2015-09-30,16.56,16.8267,16.156,16.8,73944000
2015-10-01,15.992,16.5667,15.8087,16.5007,68595000
2015-10-02,16.5047,16.5133,15.662,15.7067,66360000
2015-10-05,16.41,16.656,16.2753,16.5893,55348500
2015-10-06,16.0973,16.202,15.7053,16.0,78378000
2015-10-07,15.464,15.8467,15.2747,15.7753,102210000
2015-10-08,15.1147,15.3813,14.754,15.3387,91998000
2015-10-09,14.7127,14.958,14.5573,14.7287,92376000
2015-10-12,14.372,14.8667,14.3513,14.866,57544500
2015-10-13,14.6167,14.8347,14.0753,14.2187,77572500
2015-10-14,14.4587,14.73,14.362,14.7113,46566000
2015-10-15,14.754,14.782,14.2467,14.4287,42663000
2015-10-16,15.134,15.3653,14.858,14.8693,65017500
2015-10-19,15.2067,15.41,14.996,15.1,37618500
2015-10-20,14.202,15.24,13.4667,15.1813,223500000
2015-10-21,14.006,14.3207,13.92,14.1327,62272500
2015-10-22,14.1147,14.3833,13.96,14.104,42378000
2015-10-23,13.9393,14.3567,13.846,14.3333,63532500
2015-10-26,14.3507,14.392,14.0,14.092,50871000
2015-10-27,14.0233,14.4733,13.834,14.3227,52791000
2015-10-28,14.1973,14.23,13.8867,14.0873,40929000
2015-10-29,14.1087,14.25,14.0427,14.1167,27075000
2015-10-30,13.7953,14.1087,13.5927,14.0267,66583500
2015-11-02,14.2527,14.3867,13.8147,13.928,58918500
2015-11-03,13.89,14.296,13.85,14.2567,124987500
2015-11-04,15.442,15.516,15.0133,15.1333,190896000
2015-11-05,15.4513,15.6387,15.2793,15.372,67452000
2015-11-06,15.4907,15.5573,15.3,15.38,36679500
2015-11-09,15.022,15.5327,14.954,15.5327,57763500
2015-11-10,14.4333,14.9133,14.4053,14.8987,69255000
2015-11-11,14.6053,14.632,14.242,14.518,50217000
2015-11-12,14.196,14.6,14.1773,14.5233,43738500
2015-11-13,13.8127,14.1993,13.768,14.1967,51454500
2015-11-16,14.2873,14.332,13.72,13.7393,43881000
2015-11-17,14.2667,14.4,14.0933,14.3467,32230500
2015-11-18,14.738,14.7587,14.168,14.3,42178500
2015-11-19,14.7867,15.0793,14.6867,14.7027,37566000
2015-11-20,14.6673,15.0,14.2387,14.8993,66010500
2015-11-23,14.5167,14.612,14.312,14.49,37893000
2015-11-24,14.55,14.7333,14.3333,14.358,37204500
2015-11-25,15.3093,15.3887,14.692,14.756,59862000
2015-11-27,15.4407,15.4833,15.134,15.404,29241000
2015-11-30,15.3507,15.6187,15.272,15.4527,39897000
2015-12-01,15.8127,15.8667,15.4033,15.404,56010000
2015-12-02,15.466,15.9067,15.4153,15.8,44722500
2015-12-03,15.514,15.83,15.3333,15.6987,44094000
2015-12-04,15.3587,15.5513,15.1773,15.4973,38604000
2015-12-07,15.4087,15.7087,15.0767,15.18,47163000
2015-12-08,15.1147,15.2533,14.9467,15.168,40314000
2015-12-09,14.968,15.1667,14.7147,15.1133,45867000
2015-12-10,15.138,15.2327,14.9093,14.9807,31075500
2015-12-11,14.468,15.05,14.4427,15.016,49030500
2015-12-14,14.572,14.728,14.3247,14.5007,42406500
2015-12-15,14.7393,14.8147,14.5333,14.788,33666000
2015-12-16,15.634,15.6587,14.7153,14.8067,76564500
2015-12-17,15.5593,15.8507,15.3207,15.596,49479000
2015-12-18,15.364,15.7267,15.286,15.526,45213000
2015-12-21,15.504,15.722,15.4053,15.446,29298000
2015-12-22,15.33,15.77,15.3087,15.666,29422500
2015-12-23,15.3133,15.5633,15.2087,15.4787,23325000
2015-12-24,15.3713,15.4587,15.2187,15.3707,10620000
2015-12-28,15.2633,15.4653,15.036,15.4327,28519500
2015-12-29,15.8127,15.848,15.3033,15.3373,36094500
2015-12-30,15.8727,16.242,15.7113,15.7733,55468500
2015-12-31,16.0007,16.23,15.8913,15.9007,40725000
2016-01-04,14.894,15.4253,14.6,15.3813,102406500
2016-01-05,14.8953,15.126,14.6667,15.0907,47802000
2016-01-06,14.6027,14.67,14.3987,14.6667,56686500
2016-01-07,14.3767,14.5627,14.2447,14.2793,53314500
2016-01-08,14.0667,14.696,14.0513,14.524,54421500
2016-01-11,13.8567,14.2967,13.5333,14.2673,61371000
2016-01-12,13.998,14.2493,13.6873,14.1067,46378500
2016-01-13,13.354,14.1767,13.3333,14.134,61896000
2016-01-14,13.7453,14.0,12.892,13.4807,97360500
2016-01-15,13.666,13.6713,13.15,13.2647,83679000
2016-01-19,13.648,14.0313,13.3853,13.914,60580500
2016-01-20,13.2467,13.4187,12.75,13.2933,87579000
2016-01-21,13.3313,13.5487,13.0013,13.4367,47493000
2016-01-22,13.5033,13.7,13.2687,13.6533,46861500
2016-01-25,13.092,13.5713,13.0587,13.3373,40480500
2016-01-26,12.904,13.188,12.592,13.1133,74463000
2016-01-27,12.538,12.884,12.3847,12.8253,54258000
2016-01-28,12.6467,12.752,12.1607,12.7193,68892000
2016-01-29,12.7467,12.916,12.5387,12.6633,42784500
2016-02-01,13.1293,13.3013,12.1833,12.584,79464000
2016-02-02,12.1853,12.8747,12.0153,12.828,86604000
2016-02-03,11.5653,12.2627,11.3453,12.2393,118971000
2016-02-04,11.6887,11.732,11.1327,11.38,65781000
2016-02-05,10.84,11.5333,10.516,11.42,141564000
2016-02-08,9.866,10.4767,9.7333,10.4733,139695000
2016-02-09,9.8833,10.6527,9.4033,9.488,129774000
2016-02-10,9.578,10.3313,9.4493,10.0333,156097500
2016-02-11,10.0313,10.884,9.8,10.1333,213786000
2016-02-12,10.0693,10.4673,9.58,10.3333,108537000
2016-02-16,10.3447,10.8633,10.274,10.58,83907000
2016-02-17,11.2453,11.2893,10.4453,10.6,87378000
2016-02-18,11.118,11.53,10.9847,11.4947,58314000
2016-02-19,11.1053,11.166,10.8333,10.9107,44391000
2016-02-22,11.8493,11.9273,11.3233,11.3413,75901500
2016-02-23,11.814,12.1153,11.5787,11.744,89766000
2016-02-24,11.9333,11.9667,11.1893,11.5167,80934000
2016-02-25,12.4953,12.568,11.68,11.91,86260500
2016-02-26,12.6893,12.8,12.3333,12.58,90976500
2016-02-29,12.7953,13.09,12.6147,12.8267,67485000
2016-03-01,12.4233,13.0633,12.18,12.95,100683000
2016-03-02,12.556,12.568,12.1,12.2487,72936000
2016-03-03,13.0493,13.1613,12.2813,12.552,72435000
2016-03-04,13.4027,13.602,13.1667,13.2,97336500
2016-03-07,13.686,13.98,13.16,13.1787,79941000
2016-03-08,13.5067,13.8333,13.48,13.5667,62680500
2016-03-09,13.9147,13.958,13.5193,13.6347,48129000
2016-03-10,13.6787,14.2193,13.378,14.0,77887500
2016-03-11,13.8333,13.9613,13.6887,13.862,50146500
2016-03-14,14.3433,14.448,14.0427,14.1767,60985500
2016-03-15,14.556,14.598,14.1,14.2847,47707500
2016-03-16,14.7953,14.8387,14.468,14.5333,52750500
2016-03-17,15.092,15.2333,14.6667,14.7647,56743500
2016-03-18,15.516,15.632,15.204,15.2733,70677000
2016-03-21,15.888,15.992,15.6667,15.6893,79617000
2016-03-22,15.616,15.9327,15.504,15.814,64740000
2016-03-23,14.8387,15.6487,14.802,15.4913,74232000
2016-03-24,15.1833,15.2593,14.3333,14.3853,74413500
2016-03-28,15.3507,15.654,15.0,15.4407,58885500
2016-03-29,15.342,15.492,15.022,15.326,60214500
2016-03-30,15.126,15.7,15.1,15.6727,60495000
2016-03-31,15.318,15.828,15.0007,15.2893,120193500
2016-04-01,15.8393,16.5267,15.55,16.322,239962500
2016-04-04,16.466,16.808,16.2427,16.608,202129500
2016-04-05,17.0313,17.104,16.0,16.0333,149230500
2016-04-06,17.6947,17.8493,16.8967,16.9313,175582500
2016-04-07,17.1467,17.956,16.9673,17.7633,132843000
2016-04-08,16.6713,17.388,16.5347,17.3667,110458500
2016-04-11,16.6613,17.266,16.3533,16.7333,137425500
2016-04-12,16.5213,16.7867,16.242,16.6333,86448000
2016-04-13,16.9687,17.0333,16.4887,16.5673,73884000
2016-04-14,16.7907,17.1227,16.7367,16.8667,61983000
2016-04-15,16.9673,16.9733,16.608,16.754,56286000
2016-04-18,16.9253,17.2207,16.7773,16.8153,64071000
2016-04-19,16.4913,16.958,16.0833,16.8747,95362500
2016-04-20,16.6647,16.9107,16.1,16.4173,77911500
2016-04-21,16.5527,16.7267,16.4607,16.5993,41746500
2016-04-22,16.9167,16.9333,16.3807,16.5927,56794500
2016-04-25,16.788,17.1587,16.7173,16.8673,55054500
2016-04-26,16.916,17.0487,16.626,16.8033,48357000
2016-04-27,16.7647,17.0,16.6267,16.85,48087000
2016-04-28,16.514,16.8953,16.496,16.6567,37785000
2016-04-29,16.0507,16.562,15.854,16.5427,81207000
2016-05-02,16.12,16.2127,15.6547,16.1,57658500
2016-05-03,15.488,15.9273,15.4413,15.824,64533000
2016-05-04,14.8373,15.6307,14.6933,15.3527,130507500
2016-05-05,14.102,15.2427,13.986,15.2307,168822000
